frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,11.86,0.00,11.89,0.00,-0.00,-0.00,-0.00,11.86,11.89,11.86
20.20,11.69,0.00,11.66,0.00,-0.00,-0.00,-0.00,11.69,11.66,11.69
20.40,11.52,0.00,11.49,0.00,-0.00,-0.00,-0.00,11.52,11.49,11.52
20.61,11.36,0.00,11.37,0.00,-0.00,-0.00,-0.00,11.36,11.37,11.36
20.81,11.27,0.00,11.27,0.00,-0.00,-0.00,-0.00,11.27,11.27,11.27
21.02,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
21.23,11.33,0.00,11.35,0.00,-0.00,-0.00,-0.00,11.33,11.35,11.33
21.44,11.52,0.00,11.53,0.00,-0.00,-0.00,-0.00,11.52,11.53,11.52
21.66,11.77,0.00,11.77,0.00,-0.00,-0.00,-0.00,11.77,11.77,11.77
21.87,12.03,0.00,12.02,0.00,-0.00,-0.00,-0.00,12.03,12.02,12.03
22.09,12.24,0.00,12.24,0.00,-0.00,-0.00,-0.00,12.24,12.24,12.24
22.31,12.40,0.00,12.39,0.00,-0.00,-0.00,-0.00,12.40,12.39,12.40
22.54,12.46,0.00,12.45,0.00,-0.00,-0.00,-0.00,12.46,12.45,12.46
22.76,12.42,0.00,12.41,0.00,-0.00,-0.00,-0.00,12.42,12.41,12.42
22.99,12.28,0.00,12.27,0.00,-0.00,-0.00,-0.00,12.28,12.27,12.28
23.22,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
23.45,11.79,0.00,11.79,0.00,-0.00,-0.00,-0.00,11.79,11.79,11.79
23.69,11.54,0.00,11.54,0.00,-0.00,-0.00,-0.00,11.54,11.54,11.54
23.92,11.35,0.00,11.36,0.00,-0.00,-0.00,-0.00,11.35,11.36,11.35
24.16,11.26,0.00,11.27,0.00,-0.00,-0.00,-0.00,11.26,11.27,11.26
24.40,11.28,0.00,11.29,0.00,-0.00,-0.00,-0.00,11.28,11.29,11.28
24.65,11.38,0.00,11.38,0.00,-0.00,-0.00,-0.00,11.38,11.38,11.38
24.89,11.53,0.00,11.52,0.00,-0.00,-0.00,-0.00,11.53,11.52,11.53
25.14,11.66,0.00,11.66,0.00,-0.00,-0.00,-0.00,11.66,11.66,11.66
25.39,11.79,0.00,11.77,0.00,-0.00,-0.00,-0.00,11.79,11.77,11.79
25.65,11.82,0.00,11.82,0.00,-0.00,-0.00,-0.00,11.82,11.82,11.82
25.91,11.83,0.00,11.83,0.00,-0.00,-0.00,-0.00,11.83,11.83,11.83
26.16,11.79,0.00,11.79,0.00,-0.00,-0.00,-0.00,11.79,11.79,11.79
26.43,11.74,0.00,11.74,0.00,-0.00,-0.00,-0.00,11.74,11.74,11.74
26.69,11.69,0.00,11.69,0.00,-0.00,-0.00,-0.00,11.69,11.69,11.69
26.96,11.65,0.00,11.66,0.00,-0.00,-0.00,-0.00,11.65,11.66,11.65
27.23,11.64,0.00,11.65,0.00,-0.00,-0.00,-0.00,11.64,11.65,11.64
27.50,11.66,0.00,11.66,0.00,-0.00,-0.00,-0.00,11.66,11.66,11.66
27.77,11.69,0.00,11.69,0.00,-0.00,-0.00,-0.00,11.69,11.69,11.69
28.05,11.72,0.00,11.72,0.00,-0.00,-0.00,-0.00,11.72,11.72,11.72
28.33,11.76,0.00,11.75,0.00,-0.00,-0.00,-0.00,11.76,11.75,11.76
28.62,11.79,0.00,11.79,0.00,-0.00,-0.00,-0.00,11.79,11.79,11.79
28.90,11.82,0.00,11.82,0.00,-0.00,-0.00,-0.00,11.82,11.82,11.82
29.19,11.86,0.00,11.86,0.00,-0.00,-0.00,-0.00,11.86,11.86,11.86
29.48,11.91,0.00,11.92,0.00,-0.00,-0.00,-0.00,11.91,11.92,11.91
29.78,11.99,0.00,11.99,0.00,-0.00,-0.00,-0.00,11.99,11.99,11.99
30.08,12.07,0.00,12.07,0.00,-0.00,-0.00,-0.00,12.07,12.07,12.07
30.38,12.14,0.00,12.14,0.00,-0.00,-0.00,-0.00,12.14,12.14,12.14
30.68,12.20,0.00,12.20,0.00,-0.00,-0.00,-0.00,12.20,12.20,12.20
30.99,12.22,0.00,12.22,0.00,-0.00,-0.00,-0.00,12.22,12.22,12.22
31.30,12.20,0.00,12.20,0.00,-0.00,-0.00,-0.00,12.20,12.20,12.20
31.61,12.16,0.00,12.15,0.00,-0.00,-0.00,-0.00,12.16,12.15,12.16
31.93,12.09,0.00,12.09,0.00,-0.00,-0.00,-0.00,12.09,12.09,12.09
32.24,12.03,0.00,12.03,0.00,-0.00,-0.00,-0.00,12.03,12.03,12.03
32.57,12.00,0.00,12.00,0.00,-0.00,-0.00,-0.00,12.00,12.00,12.00
32.89,12.00,0.00,12.01,0.00,-0.00,-0.00,-0.00,12.00,12.01,12.00
33.22,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
33.55,12.11,0.00,12.11,0.00,-0.00,-0.00,-0.00,12.11,12.11,12.11
33.89,12.19,0.00,12.18,0.00,-0.00,-0.00,-0.00,12.19,12.18,12.19
34.23,12.26,0.00,12.26,0.00,-0.00,-0.00,-0.00,12.26,12.26,12.26
34.57,12.33,0.00,12.33,0.00,-0.00,-0.00,-0.00,12.33,12.33,12.33
34.92,12.40,0.00,12.40,0.00,-0.00,-0.00,-0.00,12.40,12.40,12.40
35.27,12.48,0.00,12.49,0.00,-0.00,-0.00,-0.00,12.48,12.49,12.48
35.62,12.58,0.00,12.58,0.00,-0.00,-0.00,-0.00,12.58,12.58,12.58
35.97,12.68,0.00,12.68,0.00,-0.00,-0.00,-0.00,12.68,12.68,12.68
36.33,12.77,0.00,12.77,0.00,-0.00,-0.00,-0.00,12.77,12.77,12.77
36.70,12.85,0.00,12.85,0.00,-0.00,-0.00,-0.00,12.85,12.85,12.85
37.06,12.90,0.00,12.90,0.00,-0.00,-0.00,-0.00,12.90,12.90,12.90
37.43,12.93,0.00,12.93,0.00,-0.00,-0.00,-0.00,12.93,12.93,12.93
37.81,12.94,0.00,12.95,0.00,-0.00,-0.00,-0.00,12.94,12.95,12.94
38.19,12.95,0.00,12.95,0.00,-0.00,-0.00,-0.00,12.95,12.95,12.95
38.57,12.94,0.00,12.94,0.00,-0.00,-0.00,-0.00,12.94,12.94,12.94
38.95,12.91,0.00,12.92,0.00,-0.00,-0.00,-0.00,12.91,12.92,12.91
39.34,12.88,0.00,12.88,0.00,-0.00,-0.00,-0.00,12.88,12.88,12.88
39.74,12.81,0.00,12.81,0.00,-0.00,-0.00,-0.00,12.81,12.81,12.81
40.14,12.71,0.00,12.71,0.00,-0.00,-0.00,-0.00,12.71,12.71,12.71
40.54,12.58,0.00,12.58,0.00,-0.00,-0.00,-0.00,12.58,12.58,12.58
40.94,12.43,0.00,12.43,0.00,-0.00,-0.00,-0.00,12.43,12.43,12.43
41.35,12.27,0.00,12.27,0.00,-0.00,-0.00,-0.00,12.27,12.27,12.27
41.76,12.11,0.00,12.11,0.00,-0.00,-0.00,-0.00,12.11,12.11,12.11
42.18,11.96,0.00,11.96,0.00,-0.00,-0.00,-0.00,11.96,11.96,11.96
42.60,11.81,0.00,11.81,0.00,-0.00,-0.00,-0.00,11.81,11.81,11.81
43.03,11.68,0.00,11.68,0.00,-0.00,-0.00,-0.00,11.68,11.68,11.68
43.46,11.54,0.00,11.54,0.00,-0.00,-0.00,-0.00,11.54,11.54,11.54
43.90,11.39,0.00,11.39,0.00,-0.00,-0.00,-0.00,11.39,11.39,11.39
44.33,11.23,0.00,11.23,0.00,-0.00,-0.00,-0.00,11.23,11.23,11.23
44.78,11.08,0.00,11.08,0.00,-0.00,-0.00,-0.00,11.08,11.08,11.08
45.23,10.94,0.00,10.95,0.00,-0.00,-0.00,-0.00,10.94,10.95,10.94
45.68,10.84,0.00,10.85,0.00,-0.00,-0.00,-0.00,10.84,10.85,10.84
46.13,10.77,0.00,10.77,0.00,-0.00,-0.00,-0.00,10.77,10.77,10.77
46.60,10.70,0.00,10.70,0.00,-0.00,-0.00,-0.00,10.70,10.70,10.70
47.06,10.63,0.00,10.63,0.00,-0.00,-0.00,-0.00,10.63,10.63,10.63
47.53,10.54,0.00,10.54,0.00,-0.00,-0.00,-0.00,10.54,10.54,10.54
48.01,10.45,0.00,10.45,0.00,-0.00,-0.00,-0.00,10.45,10.45,10.45
48.49,10.34,0.00,10.33,0.00,-0.00,-0.00,-0.00,10.34,10.33,10.34
48.97,10.20,0.00,10.20,0.00,-0.00,-0.00,-0.00,10.20,10.20,10.20
49.46,10.05,0.00,10.05,0.00,-0.00,-0.00,-0.00,10.05,10.05,10.05
49.96,9.89,0.00,9.90,0.00,-0.00,-0.00,-0.00,9.89,9.90,9.89
50.46,9.77,0.00,9.77,0.00,-0.00,-0.00,-0.00,9.77,9.77,9.77
50.96,9.66,0.00,9.66,0.00,-0.00,-0.00,-0.00,9.66,9.66,9.66
51.47,9.58,0.00,9.58,0.00,-0.00,-0.00,-0.00,9.58,9.58,9.58
51.99,9.52,0.00,9.52,0.00,-0.00,-0.00,-0.00,9.52,9.52,9.52
52.51,9.47,0.00,9.47,0.00,-0.00,-0.00,-0.00,9.47,9.47,9.47
53.03,9.43,0.00,9.42,0.00,-0.00,-0.00,-0.00,9.43,9.42,9.43
