frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,11.93,0.00,11.93,0.00,-0.00,-0.00,-0.00,11.93,11.93,11.93
20.20,11.94,0.00,11.94,0.00,-0.00,-0.00,-0.00,11.94,11.94,11.94
20.40,11.95,0.00,11.95,0.00,-0.00,-0.00,-0.00,11.95,11.95,11.95
20.61,11.95,0.00,11.95,0.00,-0.00,-0.00,-0.00,11.95,11.95,11.95
20.81,11.95,0.00,11.95,0.00,-0.00,-0.00,-0.00,11.95,11.95,11.95
21.02,11.95,0.00,11.95,0.00,-0.00,-0.00,-0.00,11.95,11.95,11.95
21.23,11.94,0.00,11.95,0.00,-0.00,-0.00,-0.00,11.94,11.95,11.94
21.44,11.95,0.00,11.95,0.00,-0.00,-0.00,-0.00,11.95,11.95,11.95
21.66,11.96,0.00,11.96,0.00,-0.00,-0.00,-0.00,11.96,11.96,11.96
21.87,11.97,0.00,11.97,0.00,-0.00,-0.00,-0.00,11.97,11.97,11.97
22.09,11.99,0.00,11.99,0.00,-0.00,-0.00,-0.00,11.99,11.99,11.99
22.31,12.01,0.00,12.01,0.00,-0.00,-0.00,-0.00,12.01,12.01,12.01
22.54,12.03,0.00,12.03,0.00,-0.00,-0.00,-0.00,12.03,12.03,12.03
22.76,12.04,0.00,12.04,0.00,-0.00,-0.00,-0.00,12.04,12.04,12.04
22.99,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
23.22,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
23.45,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
23.69,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
23.92,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
24.16,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
24.40,12.05,0.00,12.05,0.00,-0.00,-0.00,-0.00,12.05,12.05,12.05
