frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,6.19,0.00,6.19,0.00,-0.00,-0.00,-0.00,6.19,6.19,6.19
20.20,6.19,0.00,6.19,0.00,-0.00,-0.00,-0.00,6.19,6.19,6.19
20.40,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
20.61,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
20.81,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
21.02,6.21,0.00,6.21,0.00,-0.00,-0.00,-0.00,6.21,6.21,6.21
21.23,6.21,0.00,6.21,0.00,-0.00,-0.00,-0.00,6.21,6.21,6.21
21.44,6.21,0.00,6.21,0.00,-0.00,-0.00,-0.00,6.21,6.21,6.21
21.66,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
21.87,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
22.09,6.23,0.00,6.23,0.00,-0.00,-0.00,-0.00,6.23,6.23,6.23
22.31,6.23,0.00,6.23,0.00,-0.00,-0.00,-0.00,6.23,6.23,6.23
22.54,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
22.76,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
22.99,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
23.22,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
23.45,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
23.69,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
23.92,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
24.16,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
24.40,6.26,0.00,6.26,0.00,-0.00,-0.00,-0.00,6.26,6.26,6.26
24.65,6.26,0.00,6.26,0.00,-0.00,-0.00,-0.00,6.26,6.26,6.26
24.89,6.26,0.00,6.26,0.00,-0.00,-0.00,-0.00,6.26,6.26,6.26
25.14,6.26,0.00,6.26,0.00,-0.00,-0.00,-0.00,6.26,6.26,6.26
25.39,6.26,0.00,6.26,0.00,-0.00,-0.00,-0.00,6.26,6.26,6.26
25.65,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
25.91,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
26.16,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
26.43,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
26.69,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
26.96,6.25,0.00,6.25,0.00,-0.00,-0.00,-0.00,6.25,6.25,6.25
27.23,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
27.50,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
27.77,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
28.05,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
28.33,6.24,0.00,6.23,0.00,-0.00,-0.00,-0.00,6.24,6.23,6.24
28.62,6.23,0.00,6.23,0.00,-0.00,-0.00,-0.00,6.23,6.23,6.23
28.90,6.23,0.00,6.23,0.00,-0.00,-0.00,-0.00,6.23,6.23,6.23
29.19,6.23,0.00,6.23,0.00,-0.00,-0.00,-0.00,6.23,6.23,6.23
29.48,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
29.78,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
30.08,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
30.38,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
30.68,6.21,0.00,6.21,0.00,-0.00,-0.00,-0.00,6.21,6.21,6.21
30.99,6.21,0.00,6.21,0.00,-0.00,-0.00,-0.00,6.21,6.21,6.21
31.30,6.21,0.00,6.21,0.00,-0.00,-0.00,-0.00,6.21,6.21,6.21
31.61,6.21,0.00,6.21,0.00,-0.00,-0.00,-0.00,6.21,6.21,6.21
31.93,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
32.24,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
32.57,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
32.89,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
