frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,11.99,0.00,11.99,0.00,-0.00,-0.00,-0.00,11.99,11.99,11.99
20.20,12.00,0.00,12.00,0.00,-0.00,-0.00,-0.00,12.00,12.00,12.00
20.40,12.00,0.00,12.00,0.00,-0.00,-0.00,-0.00,12.00,12.00,12.00
20.61,12.00,0.00,11.99,0.00,-0.00,-0.00,-0.00,12.00,11.99,12.00
20.81,11.98,0.00,11.98,0.00,-0.00,-0.00,-0.00,11.98,11.98,11.98
21.02,11.95,0.00,11.95,0.00,-0.00,-0.00,-0.00,11.95,11.95,11.95
21.23,11.92,0.00,11.92,0.00,-0.00,-0.00,-0.00,11.92,11.92,11.92
21.44,11.88,0.00,11.88,0.00,-0.00,-0.00,-0.00,11.88,11.88,11.88
21.66,11.85,0.00,11.85,0.00,-0.00,-0.00,-0.00,11.85,11.85,11.85
21.87,11.82,0.00,11.82,0.00,-0.00,-0.00,-0.00,11.82,11.82,11.82
22.09,11.79,0.00,11.79,0.00,-0.00,-0.00,-0.00,11.79,11.79,11.79
22.31,11.77,0.00,11.77,0.00,-0.00,-0.00,-0.00,11.77,11.77,11.77
22.54,11.76,0.00,11.76,0.00,-0.00,-0.00,-0.00,11.76,11.76,11.76
22.76,11.75,0.00,11.75,0.00,-0.00,-0.00,-0.00,11.75,11.75,11.75
22.99,11.75,0.00,11.75,0.00,-0.00,-0.00,-0.00,11.75,11.75,11.75
23.22,11.74,0.00,11.74,0.00,-0.00,-0.00,-0.00,11.74,11.74,11.74
23.45,11.73,0.00,11.73,0.00,-0.00,-0.00,-0.00,11.73,11.73,11.73
23.69,11.72,0.00,11.72,0.00,-0.00,-0.00,-0.00,11.72,11.72,11.72
23.92,11.71,0.00,11.71,0.00,-0.00,-0.00,-0.00,11.71,11.71,11.71
24.16,11.69,0.00,11.69,0.00,-0.00,-0.00,-0.00,11.69,11.69,11.69
24.40,11.67,0.00,11.67,0.00,-0.00,-0.00,-0.00,11.67,11.67,11.67
24.65,11.64,0.00,11.64,0.00,-0.00,-0.00,-0.00,11.64,11.64,11.64
24.89,11.61,0.00,11.61,0.00,-0.00,-0.00,-0.00,11.61,11.61,11.61
25.14,11.58,0.00,11.58,0.00,-0.00,-0.00,-0.00,11.58,11.58,11.58
25.39,11.54,0.00,11.54,0.00,-0.00,-0.00,-0.00,11.54,11.54,11.54
25.65,11.50,0.00,11.50,0.00,-0.00,-0.00,-0.00,11.50,11.50,11.50
25.91,11.46,0.00,11.46,0.00,-0.00,-0.00,-0.00,11.46,11.46,11.46
26.16,11.42,0.00,11.42,0.00,-0.00,-0.00,-0.00,11.42,11.42,11.42
26.43,11.37,0.00,11.37,0.00,-0.00,-0.00,-0.00,11.37,11.37,11.37
26.69,11.31,0.00,11.31,0.00,-0.00,-0.00,-0.00,11.31,11.31,11.31
26.96,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
27.23,11.22,0.00,11.22,0.00,-0.00,-0.00,-0.00,11.22,11.22,11.22
27.50,11.18,0.00,11.18,0.00,-0.00,-0.00,-0.00,11.18,11.18,11.18
27.77,11.15,0.00,11.15,0.00,-0.00,-0.00,-0.00,11.15,11.15,11.15
28.05,11.12,0.00,11.12,0.00,-0.00,-0.00,-0.00,11.12,11.12,11.12
28.33,11.09,0.00,11.09,0.00,-0.00,-0.00,-0.00,11.09,11.09,11.09
28.62,11.05,0.00,11.05,0.00,-0.00,-0.00,-0.00,11.05,11.05,11.05
28.90,11.01,0.00,11.01,0.00,-0.00,-0.00,-0.00,11.01,11.01,11.01
29.19,10.96,0.00,10.95,0.00,-0.00,-0.00,-0.00,10.96,10.95,10.96
29.48,10.90,0.00,10.90,0.00,-0.00,-0.00,-0.00,10.90,10.90,10.90
29.78,10.85,0.00,10.85,0.00,-0.00,-0.00,-0.00,10.85,10.85,10.85
