frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,6.45,0.00,6.45,0.00,-0.00,-0.00,-0.00,6.45,6.45,6.45
20.20,6.49,0.00,6.49,0.00,-0.00,-0.00,-0.00,6.49,6.49,6.49
20.40,6.54,0.00,6.54,0.00,-0.00,-0.00,-0.00,6.54,6.54,6.54
20.61,6.58,0.00,6.58,0.00,-0.00,-0.00,-0.00,6.58,6.58,6.58
20.81,6.63,0.00,6.63,0.00,-0.00,-0.00,-0.00,6.63,6.63,6.63
21.02,6.68,0.00,6.68,0.00,-0.00,-0.00,-0.00,6.68,6.68,6.68
21.23,6.73,0.00,6.73,0.00,-0.00,-0.00,-0.00,6.73,6.73,6.73
21.44,6.78,0.00,6.78,0.00,-0.00,-0.00,-0.00,6.78,6.78,6.78
21.66,6.82,0.00,6.82,0.00,-0.00,-0.00,-0.00,6.82,6.82,6.82
21.87,6.87,0.00,6.87,0.00,-0.00,-0.00,-0.00,6.87,6.87,6.87
22.09,6.92,0.00,6.92,0.00,-0.00,-0.00,-0.00,6.92,6.92,6.92
22.31,6.97,0.00,6.97,0.00,-0.00,-0.00,-0.00,6.97,6.97,6.97
22.54,7.02,0.00,7.02,0.00,-0.00,-0.00,-0.00,7.02,7.02,7.02
22.76,7.07,0.00,7.07,0.00,-0.00,-0.00,-0.00,7.07,7.07,7.07
22.99,7.12,0.00,7.12,0.00,-0.00,-0.00,-0.00,7.12,7.12,7.12
23.22,7.17,0.00,7.17,0.00,-0.00,-0.00,-0.00,7.17,7.17,7.17
23.45,7.22,0.00,7.22,0.00,-0.00,-0.00,-0.00,7.22,7.22,7.22
23.69,7.27,0.00,7.27,0.00,-0.00,-0.00,-0.00,7.27,7.27,7.27
23.92,7.32,0.00,7.32,0.00,-0.00,-0.00,-0.00,7.32,7.32,7.32
24.16,7.38,0.00,7.38,0.00,-0.00,-0.00,-0.00,7.38,7.38,7.38
24.40,7.43,0.00,7.43,0.00,-0.00,-0.00,-0.00,7.43,7.43,7.43
24.65,7.49,0.00,7.49,0.00,-0.00,-0.00,-0.00,7.49,7.49,7.49
