frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,8.56,0.00,8.56,0.00,-0.00,-0.00,-0.00,8.56,8.56,8.56
20.20,8.56,0.00,8.56,0.00,-0.00,-0.00,-0.00,8.56,8.56,8.56
20.40,8.56,0.00,8.56,0.00,-0.00,-0.00,-0.00,8.56,8.56,8.56
20.61,8.57,0.00,8.57,0.00,-0.00,-0.00,-0.00,8.57,8.57,8.57
20.81,8.58,0.00,8.58,0.00,-0.00,-0.00,-0.00,8.58,8.58,8.58
21.02,8.59,0.00,8.59,0.00,-0.00,-0.00,-0.00,8.59,8.59,8.59
21.23,8.61,0.00,8.61,0.00,-0.00,-0.00,-0.00,8.61,8.61,8.61
21.44,8.62,0.00,8.62,0.00,-0.00,-0.00,-0.00,8.62,8.62,8.62
21.66,8.64,0.00,8.64,0.00,-0.00,-0.00,-0.00,8.64,8.64,8.64
21.87,8.65,0.00,8.65,0.00,-0.00,-0.00,-0.00,8.65,8.65,8.65
22.09,8.65,0.00,8.65,0.00,-0.00,-0.00,-0.00,8.65,8.65,8.65
22.31,8.65,0.00,8.65,0.00,-0.00,-0.00,-0.00,8.65,8.65,8.65
22.54,8.65,0.00,8.65,0.00,-0.00,-0.00,-0.00,8.65,8.65,8.65
22.76,8.64,0.00,8.64,0.00,-0.00,-0.00,-0.00,8.64,8.64,8.64
22.99,8.64,0.00,8.64,0.00,-0.00,-0.00,-0.00,8.64,8.64,8.64
23.22,8.64,0.00,8.64,0.00,-0.00,-0.00,-0.00,8.64,8.64,8.64
23.45,8.65,0.00,8.65,0.00,-0.00,-0.00,-0.00,8.65,8.65,8.65
23.69,8.67,0.00,8.67,0.00,-0.00,-0.00,-0.00,8.67,8.67,8.67
23.92,8.69,0.00,8.69,0.00,-0.00,-0.00,-0.00,8.69,8.69,8.69
24.16,8.71,0.00,8.71,0.00,-0.00,-0.00,-0.00,8.71,8.71,8.71
24.40,8.73,0.00,8.73,0.00,-0.00,-0.00,-0.00,8.73,8.73,8.73
24.65,8.75,0.00,8.75,0.00,-0.00,-0.00,-0.00,8.75,8.75,8.75
24.89,8.76,0.00,8.76,0.00,-0.00,-0.00,-0.00,8.76,8.76,8.76
25.14,8.77,0.00,8.77,0.00,-0.00,-0.00,-0.00,8.77,8.77,8.77
25.39,8.78,0.00,8.78,0.00,-0.00,-0.00,-0.00,8.78,8.78,8.78
25.65,8.79,0.00,8.79,0.00,-0.00,-0.00,-0.00,8.79,8.79,8.79
25.91,8.80,0.00,8.80,0.00,-0.00,-0.00,-0.00,8.80,8.80,8.80
26.16,8.81,0.00,8.81,0.00,-0.00,-0.00,-0.00,8.81,8.81,8.81
26.43,8.82,0.00,8.82,0.00,-0.00,-0.00,-0.00,8.82,8.82,8.82
26.69,8.83,0.00,8.83,0.00,-0.00,-0.00,-0.00,8.83,8.83,8.83
26.96,8.84,0.00,8.84,0.00,-0.00,-0.00,-0.00,8.84,8.84,8.84
27.23,8.85,0.00,8.85,0.00,-0.00,-0.00,-0.00,8.85,8.85,8.85
27.50,8.86,0.00,8.86,0.00,-0.00,-0.00,-0.00,8.86,8.86,8.86
