frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,12.71,0.00,12.71,0.00,-0.00,-0.00,-0.00,12.71,12.71,12.71
20.20,12.72,0.00,12.72,0.00,-0.00,-0.00,-0.00,12.72,12.72,12.72
20.40,12.73,0.00,12.73,0.00,-0.00,-0.00,-0.00,12.73,12.73,12.73
20.61,12.73,0.00,12.73,0.00,-0.00,-0.00,-0.00,12.73,12.73,12.73
20.81,12.73,0.00,12.73,0.00,-0.00,-0.00,-0.00,12.73,12.73,12.73
21.02,12.74,0.00,12.74,0.00,-0.00,-0.00,-0.00,12.74,12.74,12.74
21.23,12.74,0.00,12.74,0.00,-0.00,-0.00,-0.00,12.74,12.74,12.74
21.44,12.73,0.00,12.73,0.00,-0.00,-0.00,-0.00,12.73,12.73,12.73
21.66,12.73,0.00,12.73,0.00,-0.00,-0.00,-0.00,12.73,12.73,12.73
21.87,12.73,0.00,12.72,0.00,-0.00,-0.00,-0.00,12.73,12.72,12.73
22.09,12.72,0.00,12.72,0.00,-0.00,-0.00,-0.00,12.72,12.72,12.72
22.31,12.71,0.00,12.71,0.00,-0.00,-0.00,-0.00,12.71,12.71,12.71
22.54,12.69,0.00,12.69,0.00,-0.00,-0.00,-0.00,12.69,12.69,12.69
22.76,12.68,0.00,12.68,0.00,-0.00,-0.00,-0.00,12.68,12.68,12.68
22.99,12.66,0.00,12.66,0.00,-0.00,-0.00,-0.00,12.66,12.66,12.66
23.22,12.64,0.00,12.64,0.00,-0.00,-0.00,-0.00,12.64,12.64,12.64
23.45,12.61,0.00,12.61,0.00,-0.00,-0.00,-0.00,12.61,12.61,12.61
23.69,12.59,0.00,12.59,0.00,-0.00,-0.00,-0.00,12.59,12.59,12.59
23.92,12.56,0.00,12.56,0.00,-0.00,-0.00,-0.00,12.56,12.56,12.56
24.16,12.53,0.00,12.53,0.00,-0.00,-0.00,-0.00,12.53,12.53,12.53
24.40,12.50,0.00,12.50,0.00,-0.00,-0.00,-0.00,12.50,12.50,12.50
24.65,12.46,0.00,12.46,0.00,-0.00,-0.00,-0.00,12.46,12.46,12.46
24.89,12.42,0.00,12.42,0.00,-0.00,-0.00,-0.00,12.42,12.42,12.42
25.14,12.39,0.00,12.39,0.00,-0.00,-0.00,-0.00,12.39,12.39,12.39
25.39,12.35,0.00,12.35,0.00,-0.00,-0.00,-0.00,12.35,12.35,12.35
25.65,12.31,0.00,12.31,0.00,-0.00,-0.00,-0.00,12.31,12.31,12.31
25.91,12.27,0.00,12.27,0.00,-0.00,-0.00,-0.00,12.27,12.27,12.27
26.16,12.24,0.00,12.24,0.00,-0.00,-0.00,-0.00,12.24,12.24,12.24
26.43,12.20,0.00,12.20,0.00,-0.00,-0.00,-0.00,12.20,12.20,12.20
26.69,12.16,0.00,12.16,0.00,-0.00,-0.00,-0.00,12.16,12.16,12.16
26.96,12.13,0.00,12.13,0.00,-0.00,-0.00,-0.00,12.13,12.13,12.13
27.23,12.09,0.00,12.09,0.00,-0.00,-0.00,-0.00,12.09,12.09,12.09
27.50,12.06,0.00,12.06,0.00,-0.00,-0.00,-0.00,12.06,12.06,12.06
27.77,12.02,0.00,12.02,0.00,-0.00,-0.00,-0.00,12.02,12.02,12.02
28.05,11.98,0.00,11.98,0.00,-0.00,-0.00,-0.00,11.98,11.98,11.98
28.33,11.94,0.00,11.94,0.00,-0.00,-0.00,-0.00,11.94,11.94,11.94
28.62,11.91,0.00,11.91,0.00,-0.00,-0.00,-0.00,11.91,11.91,11.91
28.90,11.87,0.00,11.87,0.00,-0.00,-0.00,-0.00,11.87,11.87,11.87
29.19,11.84,0.00,11.84,0.00,-0.00,-0.00,-0.00,11.84,11.84,11.84
29.48,11.81,0.00,11.81,0.00,-0.00,-0.00,-0.00,11.81,11.81,11.81
29.78,11.78,0.00,11.78,0.00,-0.00,-0.00,-0.00,11.78,11.78,11.78
30.08,11.76,0.00,11.76,0.00,-0.00,-0.00,-0.00,11.76,11.76,11.76
30.38,11.73,0.00,11.73,0.00,-0.00,-0.00,-0.00,11.73,11.73,11.73
30.68,11.71,0.00,11.70,0.00,-0.00,-0.00,-0.00,11.71,11.70,11.71
30.99,11.67,0.00,11.67,0.00,-0.00,-0.00,-0.00,11.67,11.67,11.67
31.30,11.64,0.00,11.64,0.00,-0.00,-0.00,-0.00,11.64,11.64,11.64
31.61,11.60,0.00,11.60,0.00,-0.00,-0.00,-0.00,11.60,11.60,11.60
31.93,11.56,0.00,11.56,0.00,-0.00,-0.00,-0.00,11.56,11.56,11.56
32.24,11.53,0.00,11.53,0.00,-0.00,-0.00,-0.00,11.53,11.53,11.53
32.57,11.50,0.00,11.51,0.00,-0.00,-0.00,-0.00,11.50,11.51,11.50
32.89,11.48,0.00,11.48,0.00,-0.00,-0.00,-0.00,11.48,11.48,11.48
33.22,11.46,0.00,11.46,0.00,-0.00,-0.00,-0.00,11.46,11.46,11.46
33.55,11.43,0.00,11.43,0.00,-0.00,-0.00,-0.00,11.43,11.43,11.43
33.89,11.40,0.00,11.40,0.00,-0.00,-0.00,-0.00,11.40,11.40,11.40
34.23,11.36,0.00,11.36,0.00,-0.00,-0.00,-0.00,11.36,11.36,11.36
34.57,11.32,0.00,11.32,0.00,-0.00,-0.00,-0.00,11.32,11.32,11.32
34.92,11.29,0.00,11.29,0.00,-0.00,-0.00,-0.00,11.29,11.29,11.29
35.27,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
35.62,11.23,0.00,11.24,0.00,-0.00,-0.00,-0.00,11.23,11.24,11.23
35.97,11.22,0.00,11.22,0.00,-0.00,-0.00,-0.00,11.22,11.22,11.22
36.33,11.20,0.00,11.20,0.00,-0.00,-0.00,-0.00,11.20,11.20,11.20
36.70,11.19,0.00,11.19,0.00,-0.00,-0.00,-0.00,11.19,11.19,11.19
37.06,11.17,0.00,11.17,0.00,-0.00,-0.00,-0.00,11.17,11.17,11.17
37.43,11.15,0.00,11.15,0.00,-0.00,-0.00,-0.00,11.15,11.15,11.15
37.81,11.13,0.00,11.13,0.00,-0.00,-0.00,-0.00,11.13,11.13,11.13
38.19,11.11,0.00,11.11,0.00,-0.00,-0.00,-0.00,11.11,11.11,11.11
38.57,11.10,0.00,11.10,0.00,-0.00,-0.00,-0.00,11.10,11.10,11.10
38.95,11.08,0.00,11.08,0.00,-0.00,-0.00,-0.00,11.08,11.08,11.08
39.34,11.06,0.00,11.06,0.00,-0.00,-0.00,-0.00,11.06,11.06,11.06
39.74,11.04,0.00,11.04,0.00,-0.00,-0.00,-0.00,11.04,11.04,11.04
40.14,11.02,0.00,11.02,0.00,-0.00,-0.00,-0.00,11.02,11.02,11.02
40.54,11.00,0.00,11.00,0.00,-0.00,-0.00,-0.00,11.00,11.00,11.00
40.94,10.98,0.00,10.98,0.00,-0.00,-0.00,-0.00,10.98,10.98,10.98
41.35,10.96,0.00,10.96,0.00,-0.00,-0.00,-0.00,10.96,10.96,10.96
41.76,10.95,0.00,10.94,0.00,-0.00,-0.00,-0.00,10.95,10.94,10.95
42.18,10.92,0.00,10.92,0.00,-0.00,-0.00,-0.00,10.92,10.92,10.92
42.60,10.89,0.00,10.89,0.00,-0.00,-0.00,-0.00,10.89,10.89,10.89
43.03,10.86,0.00,10.86,0.00,-0.00,-0.00,-0.00,10.86,10.86,10.86
43.46,10.82,0.00,10.82,0.00,-0.00,-0.00,-0.00,10.82,10.82,10.82
43.90,10.78,0.00,10.78,0.00,-0.00,-0.00,-0.00,10.78,10.78,10.78
44.33,10.74,0.00,10.74,0.00,-0.00,-0.00,-0.00,10.74,10.74,10.74
44.78,10.71,0.00,10.71,0.00,-0.00,-0.00,-0.00,10.71,10.71,10.71
45.23,10.67,0.00,10.67,0.00,-0.00,-0.00,-0.00,10.67,10.67,10.67
45.68,10.63,0.00,10.63,0.00,-0.00,-0.00,-0.00,10.63,10.63,10.63
46.13,10.59,0.00,10.59,0.00,-0.00,-0.00,-0.00,10.59,10.59,10.59
46.60,10.54,0.00,10.54,0.00,-0.00,-0.00,-0.00,10.54,10.54,10.54
47.06,10.50,0.00,10.50,0.00,-0.00,-0.00,-0.00,10.50,10.50,10.50
47.53,10.45,0.00,10.45,0.00,-0.00,-0.00,-0.00,10.45,10.45,10.45
48.01,10.41,0.00,10.41,0.00,-0.00,-0.00,-0.00,10.41,10.41,10.41
48.49,10.36,0.00,10.36,0.00,-0.00,-0.00,-0.00,10.36,10.36,10.36
48.97,10.32,0.00,10.32,0.00,-0.00,-0.00,-0.00,10.32,10.32,10.32
49.46,10.27,0.00,10.27,0.00,-0.00,-0.00,-0.00,10.27,10.27,10.27
