frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,6.92,0.00,6.92,0.00,-0.00,-0.00,-0.00,6.92,6.92,6.92
20.20,6.92,0.00,6.92,0.00,-0.00,-0.00,-0.00,6.92,6.92,6.92
20.40,6.91,0.00,6.91,0.00,-0.00,-0.00,-0.00,6.91,6.91,6.91
20.61,6.90,0.00,6.90,0.00,-0.00,-0.00,-0.00,6.90,6.90,6.90
20.81,6.88,0.00,6.88,0.00,-0.00,-0.00,-0.00,6.88,6.88,6.88
21.02,6.86,0.00,6.86,0.00,-0.00,-0.00,-0.00,6.86,6.86,6.86
21.23,6.84,0.00,6.84,0.00,-0.00,-0.00,-0.00,6.84,6.84,6.84
21.44,6.82,0.00,6.82,0.00,-0.00,-0.00,-0.00,6.82,6.82,6.82
21.66,6.80,0.00,6.80,0.00,-0.00,-0.00,-0.00,6.80,6.80,6.80
21.87,6.77,0.00,6.77,0.00,-0.00,-0.00,-0.00,6.77,6.77,6.77
22.09,6.75,0.00,6.75,0.00,-0.00,-0.00,-0.00,6.75,6.75,6.75
22.31,6.72,0.00,6.72,0.00,-0.00,-0.00,-0.00,6.72,6.72,6.72
22.54,6.69,0.00,6.69,0.00,-0.00,-0.00,-0.00,6.69,6.69,6.69
22.76,6.67,0.00,6.67,0.00,-0.00,-0.00,-0.00,6.67,6.67,6.67
22.99,6.64,0.00,6.64,0.00,-0.00,-0.00,-0.00,6.64,6.64,6.64
23.22,6.62,0.00,6.62,0.00,-0.00,-0.00,-0.00,6.62,6.62,6.62
23.45,6.60,0.00,6.60,0.00,-0.00,-0.00,-0.00,6.60,6.60,6.60
23.69,6.58,0.00,6.58,0.00,-0.00,-0.00,-0.00,6.58,6.58,6.58
23.92,6.57,0.00,6.57,0.00,-0.00,-0.00,-0.00,6.57,6.57,6.57
24.16,6.56,0.00,6.56,0.00,-0.00,-0.00,-0.00,6.56,6.56,6.56
24.40,6.57,0.00,6.57,0.00,-0.00,-0.00,-0.00,6.57,6.57,6.57
24.65,6.57,0.00,6.57,0.00,-0.00,-0.00,-0.00,6.57,6.57,6.57
24.89,6.59,0.00,6.59,0.00,-0.00,-0.00,-0.00,6.59,6.59,6.59
25.14,6.60,0.00,6.60,0.00,-0.00,-0.00,-0.00,6.60,6.60,6.60
25.39,6.62,0.00,6.62,0.00,-0.00,-0.00,-0.00,6.62,6.62,6.62
25.65,6.64,0.00,6.64,0.00,-0.00,-0.00,-0.00,6.64,6.64,6.64
25.91,6.65,0.00,6.65,0.00,-0.00,-0.00,-0.00,6.65,6.65,6.65
26.16,6.66,0.00,6.65,0.00,-0.00,-0.00,-0.00,6.66,6.65,6.66
26.43,6.64,0.00,6.64,0.00,-0.00,-0.00,-0.00,6.64,6.64,6.64
