frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,10.98,0.00,10.98,0.00,-0.00,-0.00,-0.00,10.98,10.98,10.98
20.20,11.01,0.00,11.01,0.00,-0.00,-0.00,-0.00,11.01,11.01,11.01
20.40,11.03,0.00,11.03,0.00,-0.00,-0.00,-0.00,11.03,11.03,11.03
20.61,11.06,0.00,11.06,0.00,-0.00,-0.00,-0.00,11.06,11.06,11.06
20.81,11.09,0.00,11.09,0.00,-0.00,-0.00,-0.00,11.09,11.09,11.09
21.02,11.12,0.00,11.12,0.00,-0.00,-0.00,-0.00,11.12,11.12,11.12
21.23,11.15,0.00,11.15,0.00,-0.00,-0.00,-0.00,11.15,11.15,11.15
21.44,11.18,0.00,11.18,0.00,-0.00,-0.00,-0.00,11.18,11.18,11.18
21.66,11.20,0.00,11.20,0.00,-0.00,-0.00,-0.00,11.20,11.20,11.20
21.87,11.22,0.00,11.22,0.00,-0.00,-0.00,-0.00,11.22,11.22,11.22
22.09,11.24,0.00,11.24,0.00,-0.00,-0.00,-0.00,11.24,11.24,11.24
22.31,11.25,0.00,11.25,0.00,-0.00,-0.00,-0.00,11.25,11.25,11.25
22.54,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
22.76,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
22.99,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
23.22,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
23.45,11.25,0.00,11.25,0.00,-0.00,-0.00,-0.00,11.25,11.25,11.25
23.69,11.25,0.00,11.25,0.00,-0.00,-0.00,-0.00,11.25,11.25,11.25
23.92,11.24,0.00,11.24,0.00,-0.00,-0.00,-0.00,11.24,11.24,11.24
24.16,11.24,0.00,11.24,0.00,-0.00,-0.00,-0.00,11.24,11.24,11.24
24.40,11.24,0.00,11.24,0.00,-0.00,-0.00,-0.00,11.24,11.24,11.24
24.65,11.24,0.00,11.24,0.00,-0.00,-0.00,-0.00,11.24,11.24,11.24
24.89,11.25,0.00,11.25,0.00,-0.00,-0.00,-0.00,11.25,11.25,11.25
25.14,11.26,0.00,11.26,0.00,-0.00,-0.00,-0.00,11.26,11.26,11.26
25.39,11.28,0.00,11.28,0.00,-0.00,-0.00,-0.00,11.28,11.28,11.28
25.65,11.30,0.00,11.30,0.00,-0.00,-0.00,-0.00,11.30,11.30,11.30
25.91,11.32,0.00,11.32,0.00,-0.00,-0.00,-0.00,11.32,11.32,11.32
26.16,11.34,0.00,11.34,0.00,-0.00,-0.00,-0.00,11.34,11.34,11.34
26.43,11.36,0.00,11.36,0.00,-0.00,-0.00,-0.00,11.36,11.36,11.36
26.69,11.37,0.00,11.37,0.00,-0.00,-0.00,-0.00,11.37,11.37,11.37
26.96,11.38,0.00,11.38,0.00,-0.00,-0.00,-0.00,11.38,11.38,11.38
27.23,11.38,0.00,11.38,0.00,-0.00,-0.00,-0.00,11.38,11.38,11.38
27.50,11.39,0.00,11.39,0.00,-0.00,-0.00,-0.00,11.39,11.39,11.39
