frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,9.68,0.00,9.68,0.00,-0.00,-0.00,-0.00,9.68,9.68,9.68
20.20,9.70,0.00,9.70,0.00,-0.00,-0.00,-0.00,9.70,9.70,9.70
20.40,9.72,0.00,9.72,0.00,-0.00,-0.00,-0.00,9.72,9.72,9.72
20.61,9.74,0.00,9.74,0.00,-0.00,-0.00,-0.00,9.74,9.74,9.74
20.81,9.77,0.00,9.77,0.00,-0.00,-0.00,-0.00,9.77,9.77,9.77
21.02,9.79,0.00,9.79,0.00,-0.00,-0.00,-0.00,9.79,9.79,9.79
21.23,9.81,0.00,9.81,0.00,-0.00,-0.00,-0.00,9.81,9.81,9.81
21.44,9.84,0.00,9.83,0.00,-0.00,-0.00,-0.00,9.84,9.83,9.84
21.66,9.86,0.00,9.86,0.00,-0.00,-0.00,-0.00,9.86,9.86,9.86
21.87,9.88,0.00,9.88,0.00,-0.00,-0.00,-0.00,9.88,9.88,9.88
22.09,9.90,0.00,9.90,0.00,-0.00,-0.00,-0.00,9.90,9.90,9.90
22.31,9.92,0.00,9.92,0.00,-0.00,-0.00,-0.00,9.92,9.92,9.92
22.54,9.94,0.00,9.94,0.00,-0.00,-0.00,-0.00,9.94,9.94,9.94
22.76,9.96,0.00,9.96,0.00,-0.00,-0.00,-0.00,9.96,9.96,9.96
22.99,9.98,0.00,9.98,0.00,-0.00,-0.00,-0.00,9.98,9.98,9.98
23.22,10.00,0.00,10.00,0.00,-0.00,-0.00,-0.00,10.00,10.00,10.00
23.45,10.01,0.00,10.01,0.00,-0.00,-0.00,-0.00,10.01,10.01,10.01
23.69,10.03,0.00,10.03,0.00,-0.00,-0.00,-0.00,10.03,10.03,10.03
23.92,10.05,0.00,10.05,0.00,-0.00,-0.00,-0.00,10.05,10.05,10.05
24.16,10.07,0.00,10.07,0.00,-0.00,-0.00,-0.00,10.07,10.07,10.07
24.40,10.08,0.00,10.08,0.00,-0.00,-0.00,-0.00,10.08,10.08,10.08
24.65,10.10,0.00,10.10,0.00,-0.00,-0.00,-0.00,10.10,10.10,10.10
24.89,10.11,0.00,10.11,0.00,-0.00,-0.00,-0.00,10.11,10.11,10.11
25.14,10.13,0.00,10.13,0.00,-0.00,-0.00,-0.00,10.13,10.13,10.13
25.39,10.14,0.00,10.14,0.00,-0.00,-0.00,-0.00,10.14,10.14,10.14
25.65,10.16,0.00,10.16,0.00,-0.00,-0.00,-0.00,10.16,10.16,10.16
25.91,10.17,0.00,10.17,0.00,-0.00,-0.00,-0.00,10.17,10.17,10.17
26.16,10.19,0.00,10.19,0.00,-0.00,-0.00,-0.00,10.19,10.19,10.19
26.43,10.20,0.00,10.20,0.00,-0.00,-0.00,-0.00,10.20,10.20,10.20
26.69,10.21,0.00,10.21,0.00,-0.00,-0.00,-0.00,10.21,10.21,10.21
26.96,10.22,0.00,10.22,0.00,-0.00,-0.00,-0.00,10.22,10.22,10.22
27.23,10.23,0.00,10.23,0.00,-0.00,-0.00,-0.00,10.23,10.23,10.23
27.50,10.23,0.00,10.23,0.00,-0.00,-0.00,-0.00,10.23,10.23,10.23
27.77,10.24,0.00,10.24,0.00,-0.00,-0.00,-0.00,10.24,10.24,10.24
28.05,10.25,0.00,10.25,0.00,-0.00,-0.00,-0.00,10.25,10.25,10.25
28.33,10.25,0.00,10.25,0.00,-0.00,-0.00,-0.00,10.25,10.25,10.25
28.62,10.26,0.00,10.26,0.00,-0.00,-0.00,-0.00,10.26,10.26,10.26
28.90,10.27,0.00,10.27,0.00,-0.00,-0.00,-0.00,10.27,10.27,10.27
29.19,10.28,0.00,10.28,0.00,-0.00,-0.00,-0.00,10.28,10.28,10.28
29.48,10.30,0.00,10.30,0.00,-0.00,-0.00,-0.00,10.30,10.30,10.30
29.78,10.31,0.00,10.31,0.00,-0.00,-0.00,-0.00,10.31,10.31,10.31
30.08,10.32,0.00,10.32,0.00,-0.00,-0.00,-0.00,10.32,10.32,10.32
30.38,10.33,0.00,10.33,0.00,-0.00,-0.00,-0.00,10.33,10.33,10.33
30.68,10.33,0.00,10.33,0.00,-0.00,-0.00,-0.00,10.33,10.33,10.33
30.99,10.34,0.00,10.34,0.00,-0.00,-0.00,-0.00,10.34,10.34,10.34
31.30,10.35,0.00,10.35,0.00,-0.00,-0.00,-0.00,10.35,10.35,10.35
31.61,10.35,0.00,10.35,0.00,-0.00,-0.00,-0.00,10.35,10.35,10.35
31.93,10.35,0.00,10.35,0.00,-0.00,-0.00,-0.00,10.35,10.35,10.35
32.24,10.36,0.00,10.36,0.00,-0.00,-0.00,-0.00,10.36,10.36,10.36
32.57,10.36,0.00,10.36,0.00,-0.00,-0.00,-0.00,10.36,10.36,10.36
32.89,10.36,0.00,10.36,0.00,-0.00,-0.00,-0.00,10.36,10.36,10.36
33.22,10.36,0.00,10.36,0.00,-0.00,-0.00,-0.00,10.36,10.36,10.36
33.55,10.36,0.00,10.36,0.00,-0.00,-0.00,-0.00,10.36,10.36,10.36
33.89,10.37,0.00,10.37,0.00,-0.00,-0.00,-0.00,10.37,10.37,10.37
34.23,10.37,0.00,10.37,0.00,-0.00,-0.00,-0.00,10.37,10.37,10.37
34.57,10.37,0.00,10.37,0.00,-0.00,-0.00,-0.00,10.37,10.37,10.37
34.92,10.37,0.00,10.37,0.00,-0.00,-0.00,-0.00,10.37,10.37,10.37
