frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,7.43,0.00,7.44,0.00,-0.00,-0.00,-0.00,7.43,7.44,7.43
20.20,7.48,0.00,7.47,0.00,-0.00,-0.00,-0.00,7.48,7.47,7.48
20.40,7.53,0.00,7.50,0.00,-0.00,-0.00,-0.00,7.53,7.50,7.53
20.61,7.53,0.00,7.53,0.00,-0.00,-0.00,-0.00,7.53,7.53,7.53
20.81,7.53,0.00,7.55,0.00,-0.00,-0.00,-0.00,7.53,7.55,7.53
21.02,7.57,0.00,7.57,0.00,-0.00,-0.00,-0.00,7.57,7.57,7.57
21.23,7.63,0.00,7.60,0.00,-0.00,-0.00,-0.00,7.63,7.60,7.63
21.44,7.63,0.00,7.64,0.00,-0.00,-0.00,-0.00,7.63,7.64,7.63
21.66,7.65,0.00,7.67,0.00,-0.00,-0.00,-0.00,7.65,7.67,7.65
21.87,7.72,0.00,7.69,0.00,-0.00,-0.00,-0.00,7.72,7.69,7.72
22.09,7.73,0.00,7.74,0.00,-0.00,-0.00,-0.00,7.73,7.74,7.73
22.31,7.77,0.00,7.78,0.00,-0.00,-0.00,-0.00,7.77,7.78,7.77
22.54,7.83,0.00,7.81,0.00,-0.00,-0.00,-0.00,7.83,7.81,7.83
22.76,7.83,0.00,7.83,0.00,-0.00,-0.00,-0.00,7.83,7.83,7.83
22.99,7.83,0.00,7.83,0.00,-0.00,-0.00,-0.00,7.83,7.83,7.83
23.22,7.83,0.00,7.83,0.00,-0.00,-0.00,-0.00,7.83,7.83,7.83
23.45,7.83,0.00,7.82,0.00,-0.00,-0.00,-0.00,7.83,7.82,7.83
23.69,7.83,0.00,7.84,0.00,-0.00,-0.00,-0.00,7.83,7.84,7.83
23.92,7.86,0.00,7.87,0.00,-0.00,-0.00,-0.00,7.86,7.87,7.86
24.16,7.92,0.00,7.90,0.00,-0.00,-0.00,-0.00,7.92,7.90,7.92
24.40,7.93,0.00,7.94,0.00,-0.00,-0.00,-0.00,7.93,7.94,7.93
24.65,7.97,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.97,7.98,7.97
24.89,8.03,0.00,8.02,0.00,-0.00,-0.00,-0.00,8.03,8.02,8.03
25.14,8.09,0.00,8.10,0.00,-0.00,-0.00,-0.00,8.09,8.10,8.09
25.39,8.16,0.00,8.16,0.00,-0.00,-0.00,-0.00,8.16,8.16,8.16
25.65,8.23,0.00,8.21,0.00,-0.00,-0.00,-0.00,8.23,8.21,8.23
25.91,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
26.16,8.23,0.00,8.24,0.00,-0.00,-0.00,-0.00,8.23,8.24,8.23
26.43,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
26.69,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
26.96,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
27.23,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
27.50,8.23,0.00,8.21,0.00,-0.00,-0.00,-0.00,8.23,8.21,8.23
27.77,8.17,0.00,8.18,0.00,-0.00,-0.00,-0.00,8.17,8.18,8.17
28.05,8.13,0.00,8.15,0.00,-0.00,-0.00,-0.00,8.13,8.15,8.13
28.33,8.13,0.00,8.11,0.00,-0.00,-0.00,-0.00,8.13,8.11,8.13
28.62,8.07,0.00,8.07,0.00,-0.00,-0.00,-0.00,8.07,8.07,8.07
28.90,8.03,0.00,8.05,0.00,-0.00,-0.00,-0.00,8.03,8.05,8.03
29.19,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
29.48,8.03,0.00,8.02,0.00,-0.00,-0.00,-0.00,8.03,8.02,8.03
29.78,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
30.08,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
30.38,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
30.68,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
30.99,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
31.30,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
31.61,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
31.93,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
32.24,8.03,0.00,8.00,0.00,-0.00,-0.00,-0.00,8.03,8.00,8.03
32.57,7.98,0.00,7.99,0.00,-0.00,-0.00,-0.00,7.98,7.99,7.98
32.89,7.95,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.95,7.98,7.95
33.22,8.03,0.00,7.99,0.00,-0.00,-0.00,-0.00,8.03,7.99,8.03
33.55,8.03,0.00,8.03,0.00,-0.00,-0.00,-0.00,8.03,8.03,8.03
33.89,8.07,0.00,8.08,0.00,-0.00,-0.00,-0.00,8.07,8.08,8.07
34.23,8.13,0.00,8.13,0.00,-0.00,-0.00,-0.00,8.13,8.13,8.13
34.57,8.20,0.00,8.19,0.00,-0.00,-0.00,-0.00,8.20,8.19,8.20
34.92,8.23,0.00,8.22,0.00,-0.00,-0.00,-0.00,8.23,8.22,8.23
35.27,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
35.62,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
35.97,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
36.33,8.23,0.00,8.23,0.00,-0.00,-0.00,-0.00,8.23,8.23,8.23
36.70,8.23,0.00,8.21,0.00,-0.00,-0.00,-0.00,8.23,8.21,8.23
37.06,8.18,0.00,8.18,0.00,-0.00,-0.00,-0.00,8.18,8.18,8.18
37.43,8.13,0.00,8.15,0.00,-0.00,-0.00,-0.00,8.13,8.15,8.13
37.81,8.13,0.00,8.13,0.00,-0.00,-0.00,-0.00,8.13,8.13,8.13
38.19,8.13,0.00,8.12,0.00,-0.00,-0.00,-0.00,8.13,8.12,8.13
38.57,8.13,0.00,8.13,0.00,-0.00,-0.00,-0.00,8.13,8.13,8.13
38.95,8.13,0.00,8.13,0.00,-0.00,-0.00,-0.00,8.13,8.13,8.13
39.34,8.13,0.00,8.12,0.00,-0.00,-0.00,-0.00,8.13,8.12,8.13
39.74,8.09,0.00,8.08,0.00,-0.00,-0.00,-0.00,8.09,8.08,8.09
40.14,8.02,0.00,8.00,0.00,-0.00,-0.00,-0.00,8.02,8.00,8.02
40.54,7.88,0.00,7.90,0.00,-0.00,-0.00,-0.00,7.88,7.90,7.88
40.94,7.79,0.00,7.79,0.00,-0.00,-0.00,-0.00,7.79,7.79,7.79
41.35,7.72,0.00,7.71,0.00,-0.00,-0.00,-0.00,7.72,7.71,7.72
41.76,7.65,0.00,7.67,0.00,-0.00,-0.00,-0.00,7.65,7.67,7.65
42.18,7.68,0.00,7.68,0.00,-0.00,-0.00,-0.00,7.68,7.68,7.68
42.60,7.75,0.00,7.74,0.00,-0.00,-0.00,-0.00,7.75,7.74,7.75
43.03,7.82,0.00,7.81,0.00,-0.00,-0.00,-0.00,7.82,7.81,7.82
43.46,7.89,0.00,7.89,0.00,-0.00,-0.00,-0.00,7.89,7.89,7.89
43.90,7.96,0.00,7.96,0.00,-0.00,-0.00,-0.00,7.96,7.96,7.96
44.33,8.02,0.00,8.01,0.00,-0.00,-0.00,-0.00,8.02,8.01,8.02
44.78,8.03,0.00,8.02,0.00,-0.00,-0.00,-0.00,8.03,8.02,8.03
45.23,8.00,0.00,7.99,0.00,-0.00,-0.00,-0.00,8.00,7.99,8.00
45.68,7.93,0.00,7.93,0.00,-0.00,-0.00,-0.00,7.93,7.93,7.93
46.13,7.86,0.00,7.86,0.00,-0.00,-0.00,-0.00,7.86,7.86,7.86
46.60,7.79,0.00,7.78,0.00,-0.00,-0.00,-0.00,7.79,7.78,7.79
47.06,7.73,0.00,7.74,0.00,-0.00,-0.00,-0.00,7.73,7.74,7.73
47.53,7.73,0.00,7.74,0.00,-0.00,-0.00,-0.00,7.73,7.74,7.73
48.01,7.77,0.00,7.78,0.00,-0.00,-0.00,-0.00,7.77,7.78,7.77
48.49,7.84,0.00,7.84,0.00,-0.00,-0.00,-0.00,7.84,7.84,7.84
48.97,7.91,0.00,7.89,0.00,-0.00,-0.00,-0.00,7.91,7.89,7.91
49.46,7.93,0.00,7.92,0.00,-0.00,-0.00,-0.00,7.93,7.92,7.93
49.96,7.93,0.00,7.93,0.00,-0.00,-0.00,-0.00,7.93,7.93,7.93
50.46,7.93,0.00,7.95,0.00,-0.00,-0.00,-0.00,7.93,7.95,7.93
50.96,7.99,0.00,7.99,0.00,-0.00,-0.00,-0.00,7.99,7.99,7.99
51.47,8.03,0.00,8.02,0.00,-0.00,-0.00,-0.00,8.03,8.02,8.03
51.99,8.03,0.00,8.02,0.00,-0.00,-0.00,-0.00,8.03,8.02,8.03
52.51,7.97,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.97,7.98,7.97
