frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,7.62,0.00,7.62,0.00,-0.00,-0.00,-0.00,7.62,7.62,7.62
20.20,7.65,0.00,7.65,0.00,-0.00,-0.00,-0.00,7.65,7.65,7.65
20.40,7.67,0.00,7.67,0.00,-0.00,-0.00,-0.00,7.67,7.67,7.67
20.61,7.69,0.00,7.68,0.00,-0.00,-0.00,-0.00,7.69,7.68,7.69
20.81,7.70,0.00,7.70,0.00,-0.00,-0.00,-0.00,7.70,7.70,7.70
21.02,7.71,0.00,7.71,0.00,-0.00,-0.00,-0.00,7.71,7.71,7.71
21.23,7.72,0.00,7.72,0.00,-0.00,-0.00,-0.00,7.72,7.72,7.72
21.44,7.74,0.00,7.74,0.00,-0.00,-0.00,-0.00,7.74,7.74,7.74
21.66,7.75,0.00,7.75,0.00,-0.00,-0.00,-0.00,7.75,7.75,7.75
21.87,7.77,0.00,7.77,0.00,-0.00,-0.00,-0.00,7.77,7.77,7.77
22.09,7.78,0.00,7.78,0.00,-0.00,-0.00,-0.00,7.78,7.78,7.78
22.31,7.80,0.00,7.80,0.00,-0.00,-0.00,-0.00,7.80,7.80,7.80
22.54,7.83,0.00,7.83,0.00,-0.00,-0.00,-0.00,7.83,7.83,7.83
22.76,7.85,0.00,7.85,0.00,-0.00,-0.00,-0.00,7.85,7.85,7.85
22.99,7.88,0.00,7.88,0.00,-0.00,-0.00,-0.00,7.88,7.88,7.88
23.22,7.91,0.00,7.91,0.00,-0.00,-0.00,-0.00,7.91,7.91,7.91
23.45,7.93,0.00,7.93,0.00,-0.00,-0.00,-0.00,7.93,7.93,7.93
23.69,7.95,0.00,7.95,0.00,-0.00,-0.00,-0.00,7.95,7.95,7.95
23.92,7.97,0.00,7.97,0.00,-0.00,-0.00,-0.00,7.97,7.97,7.97
24.16,7.98,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.98,7.98,7.98
24.40,7.98,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.98,7.98,7.98
24.65,7.98,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.98,7.98,7.98
24.89,7.98,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.98,7.98,7.98
25.14,7.98,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.98,7.98,7.98
25.39,7.98,0.00,7.99,0.00,-0.00,-0.00,-0.00,7.98,7.99,7.98
25.65,7.99,0.00,7.99,0.00,-0.00,-0.00,-0.00,7.99,7.99,7.99
25.91,8.00,0.00,8.00,0.00,-0.00,-0.00,-0.00,8.00,8.00,8.00
26.16,8.01,0.00,8.01,0.00,-0.00,-0.00,-0.00,8.01,8.01,8.01
26.43,8.00,0.00,8.00,0.00,-0.00,-0.00,-0.00,8.00,8.00,8.00
26.69,7.98,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.98,7.98,7.98
26.96,7.96,0.00,7.96,0.00,-0.00,-0.00,-0.00,7.96,7.96,7.96
27.23,7.93,0.00,7.93,0.00,-0.00,-0.00,-0.00,7.93,7.93,7.93
27.50,7.90,0.00,7.90,0.00,-0.00,-0.00,-0.00,7.90,7.90,7.90
27.77,7.88,0.00,7.88,0.00,-0.00,-0.00,-0.00,7.88,7.88,7.88
28.05,7.88,0.00,7.88,0.00,-0.00,-0.00,-0.00,7.88,7.88,7.88
28.33,7.90,0.00,7.90,0.00,-0.00,-0.00,-0.00,7.90,7.90,7.90
28.62,7.92,0.00,7.92,0.00,-0.00,-0.00,-0.00,7.92,7.92,7.92
28.90,7.95,0.00,7.95,0.00,-0.00,-0.00,-0.00,7.95,7.95,7.95
29.19,7.97,0.00,7.97,0.00,-0.00,-0.00,-0.00,7.97,7.97,7.97
29.48,7.98,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.98,7.98,7.98
29.78,7.99,0.00,7.99,0.00,-0.00,-0.00,-0.00,7.99,7.99,7.99
30.08,8.00,0.00,8.00,0.00,-0.00,-0.00,-0.00,8.00,8.00,8.00
30.38,8.01,0.00,8.02,0.00,-0.00,-0.00,-0.00,8.01,8.02,8.01
30.68,8.05,0.00,8.05,0.00,-0.00,-0.00,-0.00,8.05,8.05,8.05
30.99,8.08,0.00,8.08,0.00,-0.00,-0.00,-0.00,8.08,8.08,8.08
31.30,8.11,0.00,8.11,0.00,-0.00,-0.00,-0.00,8.11,8.11,8.11
31.61,8.12,0.00,8.12,0.00,-0.00,-0.00,-0.00,8.12,8.12,8.12
31.93,8.10,0.00,8.10,0.00,-0.00,-0.00,-0.00,8.10,8.10,8.10
32.24,8.06,0.00,8.06,0.00,-0.00,-0.00,-0.00,8.06,8.06,8.06
32.57,8.01,0.00,8.01,0.00,-0.00,-0.00,-0.00,8.01,8.01,8.01
32.89,7.97,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.97,7.98,7.97
33.22,7.96,0.00,7.96,0.00,-0.00,-0.00,-0.00,7.96,7.96,7.96
33.55,7.97,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.97,7.98,7.97
33.89,8.01,0.00,8.01,0.00,-0.00,-0.00,-0.00,8.01,8.01,8.01
34.23,8.06,0.00,8.06,0.00,-0.00,-0.00,-0.00,8.06,8.06,8.06
34.57,8.10,0.00,8.10,0.00,-0.00,-0.00,-0.00,8.10,8.10,8.10
34.92,8.13,0.00,8.13,0.00,-0.00,-0.00,-0.00,8.13,8.13,8.13
35.27,8.14,0.00,8.14,0.00,-0.00,-0.00,-0.00,8.14,8.14,8.14
35.62,8.13,0.00,8.13,0.00,-0.00,-0.00,-0.00,8.13,8.13,8.13
35.97,8.11,0.00,8.11,0.00,-0.00,-0.00,-0.00,8.11,8.11,8.11
36.33,8.08,0.00,8.08,0.00,-0.00,-0.00,-0.00,8.08,8.08,8.08
36.70,8.04,0.00,8.04,0.00,-0.00,-0.00,-0.00,8.04,8.04,8.04
37.06,7.99,0.00,7.98,0.00,-0.00,-0.00,-0.00,7.99,7.98,7.99
37.43,7.93,0.00,7.93,0.00,-0.00,-0.00,-0.00,7.93,7.93,7.93
37.81,7.89,0.00,7.89,0.00,-0.00,-0.00,-0.00,7.89,7.89,7.89
38.19,7.85,0.00,7.86,0.00,-0.00,-0.00,-0.00,7.85,7.86,7.85
38.57,7.85,0.00,7.85,0.00,-0.00,-0.00,-0.00,7.85,7.85,7.85
38.95,7.87,0.00,7.86,0.00,-0.00,-0.00,-0.00,7.87,7.86,7.87
39.34,7.89,0.00,7.89,0.00,-0.00,-0.00,-0.00,7.89,7.89,7.89
39.74,7.92,0.00,7.92,0.00,-0.00,-0.00,-0.00,7.92,7.92,7.92
40.14,7.94,0.00,7.94,0.00,-0.00,-0.00,-0.00,7.94,7.94,7.94
40.54,7.96,0.00,7.96,0.00,-0.00,-0.00,-0.00,7.96,7.96,7.96
40.94,7.96,0.00,7.96,0.00,-0.00,-0.00,-0.00,7.96,7.96,7.96
41.35,7.95,0.00,7.95,0.00,-0.00,-0.00,-0.00,7.95,7.95,7.95
41.76,7.93,0.00,7.93,0.00,-0.00,-0.00,-0.00,7.93,7.93,7.93
42.18,7.90,0.00,7.90,0.00,-0.00,-0.00,-0.00,7.90,7.90,7.90
42.60,7.87,0.00,7.87,0.00,-0.00,-0.00,-0.00,7.87,7.87,7.87
43.03,7.84,0.00,7.84,0.00,-0.00,-0.00,-0.00,7.84,7.84,7.84
43.46,7.82,0.00,7.82,0.00,-0.00,-0.00,-0.00,7.82,7.82,7.82
43.90,7.81,0.00,7.81,0.00,-0.00,-0.00,-0.00,7.81,7.81,7.81
44.33,7.80,0.00,7.80,0.00,-0.00,-0.00,-0.00,7.80,7.80,7.80
44.78,7.79,0.00,7.79,0.00,-0.00,-0.00,-0.00,7.79,7.79,7.79
45.23,7.78,0.00,7.78,0.00,-0.00,-0.00,-0.00,7.78,7.78,7.78
45.68,7.76,0.00,7.76,0.00,-0.00,-0.00,-0.00,7.76,7.76,7.76
46.13,7.74,0.00,7.74,0.00,-0.00,-0.00,-0.00,7.74,7.74,7.74
46.60,7.72,0.00,7.72,0.00,-0.00,-0.00,-0.00,7.72,7.72,7.72
47.06,7.70,0.00,7.70,0.00,-0.00,-0.00,-0.00,7.70,7.70,7.70
47.53,7.69,0.00,7.69,0.00,-0.00,-0.00,-0.00,7.69,7.69,7.69
48.01,7.68,0.00,7.68,0.00,-0.00,-0.00,-0.00,7.68,7.68,7.68
48.49,7.68,0.00,7.68,0.00,-0.00,-0.00,-0.00,7.68,7.68,7.68
48.97,7.67,0.00,7.67,0.00,-0.00,-0.00,-0.00,7.67,7.67,7.67
49.46,7.66,0.00,7.66,0.00,-0.00,-0.00,-0.00,7.66,7.66,7.66
49.96,7.65,0.00,7.65,0.00,-0.00,-0.00,-0.00,7.65,7.65,7.65
50.46,7.63,0.00,7.63,0.00,-0.00,-0.00,-0.00,7.63,7.63,7.63
50.96,7.60,0.00,7.60,0.00,-0.00,-0.00,-0.00,7.60,7.60,7.60
51.47,7.57,0.00,7.57,0.00,-0.00,-0.00,-0.00,7.57,7.57,7.57
51.99,7.54,0.00,7.54,0.00,-0.00,-0.00,-0.00,7.54,7.54,7.54
52.51,7.51,0.00,7.51,0.00,-0.00,-0.00,-0.00,7.51,7.51,7.51
53.03,7.47,0.00,7.47,0.00,-0.00,-0.00,-0.00,7.47,7.47,7.47
53.56,7.42,0.00,7.42,0.00,-0.00,-0.00,-0.00,7.42,7.42,7.42
54.10,7.38,0.00,7.38,0.00,-0.00,-0.00,-0.00,7.38,7.38,7.38
54.64,7.34,0.00,7.34,0.00,-0.00,-0.00,-0.00,7.34,7.34,7.34
55.18,7.31,0.00,7.31,0.00,-0.00,-0.00,-0.00,7.31,7.31,7.31
55.74,7.28,0.00,7.28,0.00,-0.00,-0.00,-0.00,7.28,7.28,7.28
56.29,7.25,0.00,7.25,0.00,-0.00,-0.00,-0.00,7.25,7.25,7.25
56.86,7.22,0.00,7.22,0.00,-0.00,-0.00,-0.00,7.22,7.22,7.22
57.42,7.20,0.00,7.20,0.00,-0.00,-0.00,-0.00,7.20,7.20,7.20
58.00,7.18,0.00,7.18,0.00,-0.00,-0.00,-0.00,7.18,7.18,7.18
58.58,7.16,0.00,7.16,0.00,-0.00,-0.00,-0.00,7.16,7.16,7.16
59.16,7.15,0.00,7.14,0.00,-0.00,-0.00,-0.00,7.15,7.14,7.15
59.76,7.12,0.00,7.12,0.00,-0.00,-0.00,-0.00,7.12,7.12,7.12
60.35,7.10,0.00,7.10,0.00,-0.00,-0.00,-0.00,7.10,7.10,7.10
60.96,7.07,0.00,7.07,0.00,-0.00,-0.00,-0.00,7.07,7.07,7.07
61.57,7.04,0.00,7.04,0.00,-0.00,-0.00,-0.00,7.04,7.04,7.04
62.18,7.00,0.00,7.00,0.00,-0.00,-0.00,-0.00,7.00,7.00,7.00
62.80,6.97,0.00,6.97,0.00,-0.00,-0.00,-0.00,6.97,6.97,6.97
63.43,6.93,0.00,6.93,0.00,-0.00,-0.00,-0.00,6.93,6.93,6.93
64.07,6.89,0.00,6.89,0.00,-0.00,-0.00,-0.00,6.89,6.89,6.89
64.71,6.85,0.00,6.85,0.00,-0.00,-0.00,-0.00,6.85,6.85,6.85
65.35,6.81,0.00,6.81,0.00,-0.00,-0.00,-0.00,6.81,6.81,6.81
66.01,6.77,0.00,6.77,0.00,-0.00,-0.00,-0.00,6.77,6.77,6.77
66.67,6.73,0.00,6.73,0.00,-0.00,-0.00,-0.00,6.73,6.73,6.73
67.33,6.70,0.00,6.70,0.00,-0.00,-0.00,-0.00,6.70,6.70,6.70
68.01,6.66,0.00,6.66,0.00,-0.00,-0.00,-0.00,6.66,6.66,6.66
68.69,6.63,0.00,6.63,0.00,-0.00,-0.00,-0.00,6.63,6.63,6.63
69.37,6.60,0.00,6.60,0.00,-0.00,-0.00,-0.00,6.60,6.60,6.60
70.07,6.56,0.00,6.56,0.00,-0.00,-0.00,-0.00,6.56,6.56,6.56
70.77,6.53,0.00,6.53,0.00,-0.00,-0.00,-0.00,6.53,6.53,6.53
71.48,6.50,0.00,6.50,0.00,-0.00,-0.00,-0.00,6.50,6.50,6.50
72.19,6.47,0.00,6.47,0.00,-0.00,-0.00,-0.00,6.47,6.47,6.47
72.91,6.44,0.00,6.44,0.00,-0.00,-0.00,-0.00,6.44,6.44,6.44
73.64,6.40,0.00,6.40,0.00,-0.00,-0.00,-0.00,6.40,6.40,6.40
74.38,6.36,0.00,6.36,0.00,-0.00,-0.00,-0.00,6.36,6.36,6.36
75.12,6.31,0.00,6.31,0.00,-0.00,-0.00,-0.00,6.31,6.31,6.31
75.87,6.26,0.00,6.26,0.00,-0.00,-0.00,-0.00,6.26,6.26,6.26
76.63,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
77.40,6.17,0.00,6.17,0.00,-0.00,-0.00,-0.00,6.17,6.17,6.17
78.17,6.13,0.00,6.13,0.00,-0.00,-0.00,-0.00,6.13,6.13,6.13
78.95,6.09,0.00,6.09,0.00,-0.00,-0.00,-0.00,6.09,6.09,6.09
79.74,6.06,0.00,6.06,0.00,-0.00,-0.00,-0.00,6.06,6.06,6.06
80.54,6.02,0.00,6.02,0.00,-0.00,-0.00,-0.00,6.02,6.02,6.02
81.35,5.99,0.00,5.99,0.00,-0.00,-0.00,-0.00,5.99,5.99,5.99
82.16,5.96,0.00,5.96,0.00,-0.00,-0.00,-0.00,5.96,5.96,5.96
82.98,5.92,0.00,5.92,0.00,-0.00,-0.00,-0.00,5.92,5.92,5.92
83.81,5.88,0.00,5.88,0.00,-0.00,-0.00,-0.00,5.88,5.88,5.88
84.65,5.83,0.00,5.83,0.00,-0.00,-0.00,-0.00,5.83,5.83,5.83
85.50,5.79,0.00,5.79,0.00,-0.00,-0.00,-0.00,5.79,5.79,5.79
86.35,5.75,0.00,5.75,0.00,-0.00,-0.00,-0.00,5.75,5.75,5.75
87.22,5.71,0.00,5.71,0.00,-0.00,-0.00,-0.00,5.71,5.71,5.71
88.09,5.66,0.00,5.66,0.00,-0.00,-0.00,-0.00,5.66,5.66,5.66
88.97,5.62,0.00,5.62,0.00,-0.00,-0.00,-0.00,5.62,5.62,5.62
89.86,5.57,0.00,5.57,0.00,-0.00,-0.00,-0.00,5.57,5.57,5.57
90.76,5.52,0.00,5.52,0.00,-0.00,-0.00,-0.00,5.52,5.52,5.52
91.66,5.47,0.00,5.47,0.00,-0.00,-0.00,-0.00,5.47,5.47,5.47
92.58,5.42,0.00,5.42,0.00,-0.00,-0.00,-0.00,5.42,5.42,5.42
93.51,5.37,0.00,5.37,0.00,-0.00,-0.00,-0.00,5.37,5.37,5.37
94.44,5.32,0.00,5.32,0.00,-0.00,-0.00,-0.00,5.32,5.32,5.32
95.39,5.26,0.00,5.26,0.00,-0.00,-0.00,-0.00,5.26,5.26,5.26
96.34,5.21,0.00,5.21,0.00,-0.00,-0.00,-0.00,5.21,5.21,5.21
97.30,5.15,0.00,5.15,0.00,-0.00,-0.00,-0.00,5.15,5.15,5.15
98.28,5.09,0.00,5.09,0.00,-0.00,-0.00,-0.00,5.09,5.09,5.09
99.26,5.03,0.00,5.03,0.00,-0.00,-0.00,-0.00,5.03,5.03,5.03
100.25,4.97,0.00,4.97,0.00,-0.00,-0.00,-0.00,4.97,4.97,4.97
101.25,4.91,0.00,4.91,0.00,-0.00,-0.00,-0.00,4.91,4.91,4.91
102.27,4.84,0.00,4.84,0.00,-0.00,-0.00,-0.00,4.84,4.84,4.84
103.29,4.78,0.00,4.78,0.00,-0.00,-0.00,-0.00,4.78,4.78,4.78
104.32,4.73,0.00,4.73,0.00,-0.00,-0.00,-0.00,4.73,4.73,4.73
105.37,4.67,0.00,4.67,0.00,-0.00,-0.00,-0.00,4.67,4.67,4.67
106.42,4.62,0.00,4.62,0.00,-0.00,-0.00,-0.00,4.62,4.62,4.62
107.48,4.58,0.00,4.58,0.00,-0.00,-0.00,-0.00,4.58,4.58,4.58
108.56,4.55,0.00,4.55,0.00,-0.00,-0.00,-0.00,4.55,4.55,4.55
109.64,4.53,0.00,4.53,0.00,-0.00,-0.00,-0.00,4.53,4.53,4.53
110.74,4.52,0.00,4.52,0.00,-0.00,-0.00,-0.00,4.52,4.52,4.52
111.85,4.52,0.00,4.52,0.00,-0.00,-0.00,-0.00,4.52,4.52,4.52
112.97,4.53,0.00,4.53,0.00,-0.00,-0.00,-0.00,4.53,4.53,4.53
114.10,4.53,0.00,4.53,0.00,-0.00,-0.00,-0.00,4.53,4.53,4.53
115.24,4.52,0.00,4.52,0.00,-0.00,-0.00,-0.00,4.52,4.52,4.52
116.39,4.51,0.00,4.51,0.00,-0.00,-0.00,-0.00,4.51,4.51,4.51
117.55,4.49,0.00,4.49,0.00,-0.00,-0.00,-0.00,4.49,4.49,4.49
118.73,4.46,0.00,4.46,0.00,-0.00,-0.00,-0.00,4.46,4.46,4.46
119.92,4.42,0.00,4.42,0.00,-0.00,-0.00,-0.00,4.42,4.42,4.42
121.12,4.38,0.00,4.37,0.00,-0.00,-0.00,-0.00,4.38,4.37,4.38
122.33,4.32,0.00,4.32,0.00,-0.00,-0.00,-0.00,4.32,4.32,4.32
123.55,4.26,0.00,4.26,0.00,-0.00,-0.00,-0.00,4.26,4.26,4.26
124.79,4.20,0.00,4.20,0.00,-0.00,-0.00,-0.00,4.20,4.20,4.20
126.03,4.14,0.00,4.14,0.00,-0.00,-0.00,-0.00,4.14,4.14,4.14
127.29,4.08,0.00,4.08,0.00,-0.00,-0.00,-0.00,4.08,4.08,4.08
128.57,4.02,0.00,4.02,0.00,-0.00,-0.00,-0.00,4.02,4.02,4.02
129.85,3.96,0.00,3.96,0.00,-0.00,-0.00,-0.00,3.96,3.96,3.96
131.15,3.91,0.00,3.91,0.00,-0.00,-0.00,-0.00,3.91,3.91,3.91
132.46,3.85,0.00,3.85,0.00,-0.00,-0.00,-0.00,3.85,3.85,3.85
133.79,3.79,0.00,3.79,0.00,-0.00,-0.00,-0.00,3.79,3.79,3.79
135.12,3.73,0.00,3.73,0.00,-0.00,-0.00,-0.00,3.73,3.73,3.73
136.48,3.67,0.00,3.67,0.00,-0.00,-0.00,-0.00,3.67,3.67,3.67
137.84,3.61,0.00,3.61,0.00,-0.00,-0.00,-0.00,3.61,3.61,3.61
139.22,3.55,0.00,3.55,0.00,-0.00,-0.00,-0.00,3.55,3.55,3.55
140.61,3.50,0.00,3.50,0.00,-0.00,-0.00,-0.00,3.50,3.50,3.50
142.02,3.44,0.00,3.44,0.00,-0.00,-0.00,-0.00,3.44,3.44,3.44
143.44,3.38,0.00,3.38,0.00,-0.00,-0.00,-0.00,3.38,3.38,3.38
144.87,3.33,0.00,3.33,0.00,-0.00,-0.00,-0.00,3.33,3.33,3.33
146.32,3.27,0.00,3.27,0.00,-0.00,-0.00,-0.00,3.27,3.27,3.27
147.78,3.22,0.00,3.22,0.00,-0.00,-0.00,-0.00,3.22,3.22,3.22
149.26,3.17,0.00,3.17,0.00,-0.00,-0.00,-0.00,3.17,3.17,3.17
150.75,3.12,0.00,3.12,0.00,-0.00,-0.00,-0.00,3.12,3.12,3.12
152.26,3.07,0.00,3.07,0.00,-0.00,-0.00,-0.00,3.07,3.07,3.07
153.78,3.02,0.00,3.02,0.00,-0.00,-0.00,-0.00,3.02,3.02,3.02
155.32,2.98,0.00,2.98,0.00,-0.00,-0.00,-0.00,2.98,2.98,2.98
156.88,2.93,0.00,2.93,0.00,-0.00,-0.00,-0.00,2.93,2.93,2.93
158.44,2.89,0.00,2.89,0.00,-0.00,-0.00,-0.00,2.89,2.89,2.89
160.03,2.85,0.00,2.85,0.00,-0.00,-0.00,-0.00,2.85,2.85,2.85
161.63,2.80,0.00,2.80,0.00,-0.00,-0.00,-0.00,2.80,2.80,2.80
163.24,2.75,0.00,2.75,0.00,-0.00,-0.00,-0.00,2.75,2.75,2.75
164.88,2.70,0.00,2.70,0.00,-0.00,-0.00,-0.00,2.70,2.70,2.70
166.53,2.65,0.00,2.65,0.00,-0.00,-0.00,-0.00,2.65,2.65,2.65
168.19,2.59,0.00,2.59,0.00,-0.00,-0.00,-0.00,2.59,2.59,2.59
