frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,5.00,0.00,5.00,0.00,-0.00,-0.00,-0.00,5.00,5.00,5.00
20.20,5.05,0.00,5.05,0.00,-0.00,-0.00,-0.00,5.05,5.05,5.05
20.40,5.09,0.00,5.09,0.00,-0.00,-0.00,-0.00,5.09,5.09,5.09
20.61,5.13,0.00,5.12,0.00,-0.00,-0.00,-0.00,5.13,5.12,5.13
20.81,5.16,0.00,5.16,0.00,-0.00,-0.00,-0.00,5.16,5.16,5.16
21.02,5.18,0.00,5.19,0.00,-0.00,-0.00,-0.00,5.18,5.19,5.18
21.23,5.21,0.00,5.21,0.00,-0.00,-0.00,-0.00,5.21,5.21,5.21
21.44,5.22,0.00,5.22,0.00,-0.00,-0.00,-0.00,5.22,5.22,5.22
21.66,5.23,0.00,5.23,0.00,-0.00,-0.00,-0.00,5.23,5.23,5.23
21.87,5.24,0.00,5.24,0.00,-0.00,-0.00,-0.00,5.24,5.24,5.24
22.09,5.25,0.00,5.25,0.00,-0.00,-0.00,-0.00,5.25,5.25,5.25
22.31,5.26,0.00,5.26,0.00,-0.00,-0.00,-0.00,5.26,5.26,5.26
22.54,5.26,0.00,5.26,0.00,-0.00,-0.00,-0.00,5.26,5.26,5.26
22.76,5.26,0.00,5.26,0.00,-0.00,-0.00,-0.00,5.26,5.26,5.26
22.99,5.27,0.00,5.27,0.00,-0.00,-0.00,-0.00,5.27,5.27,5.27
23.22,5.27,0.00,5.27,0.00,-0.00,-0.00,-0.00,5.27,5.27,5.27
23.45,5.27,0.00,5.27,0.00,-0.00,-0.00,-0.00,5.27,5.27,5.27
23.69,5.26,0.00,5.26,0.00,-0.00,-0.00,-0.00,5.26,5.26,5.26
23.92,5.26,0.00,5.26,0.00,-0.00,-0.00,-0.00,5.26,5.26,5.26
24.16,5.27,0.00,5.27,0.00,-0.00,-0.00,-0.00,5.27,5.27,5.27
24.40,5.27,0.00,5.27,0.00,-0.00,-0.00,-0.00,5.27,5.27,5.27
24.65,5.27,0.00,5.27,0.00,-0.00,-0.00,-0.00,5.27,5.27,5.27
24.89,5.28,0.00,5.28,0.00,-0.00,-0.00,-0.00,5.28,5.28,5.28
25.14,5.28,0.00,5.28,0.00,-0.00,-0.00,-0.00,5.28,5.28,5.28
